Training sfc with weight bit width 1 and activation bit width 4 for 500 epochs.
Epoch [1/500], LR: 0.010000, Train Loss: 1.4529, Train Acc: 51.25%, Val Loss: 1.0515, Val Acc: 65.37%
Epoch [2/500], LR: 0.010000, Train Loss: 1.1204, Train Acc: 62.56%, Val Loss: 0.8309, Val Acc: 72.65%
Epoch [3/500], LR: 0.010000, Train Loss: 0.9433, Train Acc: 68.15%, Val Loss: 0.6672, Val Acc: 77.28%
Epoch [4/500], LR: 0.010000, Train Loss: 0.8263, Train Acc: 71.91%, Val Loss: 0.5714, Val Acc: 80.21%
Epoch [5/500], LR: 0.010000, Train Loss: 0.7605, Train Acc: 74.26%, Val Loss: 0.5228, Val Acc: 81.99%
Epoch [6/500], LR: 0.010000, Train Loss: 0.7193, Train Acc: 75.61%, Val Loss: 0.4947, Val Acc: 83.26%
Epoch [7/500], LR: 0.010000, Train Loss: 0.6792, Train Acc: 76.99%, Val Loss: 0.4607, Val Acc: 84.42%
Epoch [8/500], LR: 0.010000, Train Loss: 0.6606, Train Acc: 77.54%, Val Loss: 0.4478, Val Acc: 84.82%
Epoch [9/500], LR: 0.010000, Train Loss: 0.6397, Train Acc: 78.62%, Val Loss: 0.4203, Val Acc: 85.78%
Epoch [10/500], LR: 0.010000, Train Loss: 0.6232, Train Acc: 78.90%, Val Loss: 0.4081, Val Acc: 86.42%
Epoch [11/500], LR: 0.010000, Train Loss: 0.6021, Train Acc: 79.87%, Val Loss: 0.4043, Val Acc: 86.08%
Epoch [12/500], LR: 0.010000, Train Loss: 0.5984, Train Acc: 79.81%, Val Loss: 0.3880, Val Acc: 87.10%
Epoch [13/500], LR: 0.010000, Train Loss: 0.5877, Train Acc: 80.32%, Val Loss: 0.3867, Val Acc: 87.01%
Epoch [14/500], LR: 0.010000, Train Loss: 0.5746, Train Acc: 80.66%, Val Loss: 0.3667, Val Acc: 87.45%
Epoch [15/500], LR: 0.010000, Train Loss: 0.5645, Train Acc: 80.94%, Val Loss: 0.3854, Val Acc: 87.07%
Epoch [16/500], LR: 0.010000, Train Loss: 0.5583, Train Acc: 81.30%, Val Loss: 0.3489, Val Acc: 88.45%
Epoch [17/500], LR: 0.010000, Train Loss: 0.5484, Train Acc: 81.92%, Val Loss: 0.3457, Val Acc: 88.51%
Epoch [18/500], LR: 0.010000, Train Loss: 0.5408, Train Acc: 81.98%, Val Loss: 0.3465, Val Acc: 88.61%
Epoch [19/500], LR: 0.010000, Train Loss: 0.5340, Train Acc: 82.00%, Val Loss: 0.3344, Val Acc: 88.88%
