Training tfc with weight bit width 4 and activation bit width 4 for 500 epochs.
Epoch [1/500], LR: 0.010000, Train Loss: 1.5406, Train Acc: 47.45%, Val Loss: 1.0634, Val Acc: 64.42%
Epoch [2/500], LR: 0.010000, Train Loss: 1.1777, Train Acc: 60.45%, Val Loss: 0.8472, Val Acc: 71.96%
Epoch [3/500], LR: 0.010000, Train Loss: 1.0459, Train Acc: 64.87%, Val Loss: 0.7207, Val Acc: 75.91%
Epoch [4/500], LR: 0.010000, Train Loss: 0.9641, Train Acc: 67.74%, Val Loss: 0.6438, Val Acc: 77.88%
Epoch [5/500], LR: 0.010000, Train Loss: 0.9024, Train Acc: 69.70%, Val Loss: 0.6031, Val Acc: 79.03%
Epoch [6/500], LR: 0.010000, Train Loss: 0.8620, Train Acc: 71.20%, Val Loss: 0.5644, Val Acc: 80.78%
Epoch [7/500], LR: 0.010000, Train Loss: 0.8393, Train Acc: 72.00%, Val Loss: 0.5469, Val Acc: 81.47%
Epoch [8/500], LR: 0.010000, Train Loss: 0.8149, Train Acc: 72.78%, Val Loss: 0.5186, Val Acc: 82.11%
Epoch [9/500], LR: 0.010000, Train Loss: 0.7977, Train Acc: 73.44%, Val Loss: 0.5248, Val Acc: 81.87%
Epoch [10/500], LR: 0.010000, Train Loss: 0.7833, Train Acc: 73.71%, Val Loss: 0.5065, Val Acc: 82.87%
Epoch [11/500], LR: 0.010000, Train Loss: 0.7817, Train Acc: 74.04%, Val Loss: 0.4979, Val Acc: 83.32%
Epoch [12/500], LR: 0.010000, Train Loss: 0.7616, Train Acc: 74.86%, Val Loss: 0.4835, Val Acc: 83.69%
Epoch [13/500], LR: 0.010000, Train Loss: 0.7540, Train Acc: 74.98%, Val Loss: 0.4809, Val Acc: 83.24%
Epoch [14/500], LR: 0.010000, Train Loss: 0.7491, Train Acc: 75.15%, Val Loss: 0.4803, Val Acc: 83.53%
Epoch [15/500], LR: 0.010000, Train Loss: 0.7447, Train Acc: 75.22%, Val Loss: 0.4674, Val Acc: 83.90%
Epoch [16/500], LR: 0.010000, Train Loss: 0.7331, Train Acc: 75.69%, Val Loss: 0.4640, Val Acc: 84.10%
Epoch [17/500], LR: 0.010000, Train Loss: 0.7358, Train Acc: 75.75%, Val Loss: 0.4537, Val Acc: 84.24%
Epoch [18/500], LR: 0.010000, Train Loss: 0.7270, Train Acc: 75.95%, Val Loss: 0.4544, Val Acc: 84.46%
Epoch [19/500], LR: 0.010000, Train Loss: 0.7183, Train Acc: 76.27%, Val Loss: 0.4434, Val Acc: 85.12%
Epoch [20/500], LR: 0.010000, Train Loss: 0.7160, Train Acc: 76.29%, Val Loss: 0.4450, Val Acc: 84.75%
Epoch [21/500], LR: 0.010000, Train Loss: 0.7108, Train Acc: 76.39%, Val Loss: 0.4458, Val Acc: 84.66%
Epoch [22/500], LR: 0.010000, Train Loss: 0.7127, Train Acc: 76.68%, Val Loss: 0.4449, Val Acc: 84.79%
Epoch [23/500], LR: 0.010000, Train Loss: 0.7037, Train Acc: 76.58%, Val Loss: 0.4319, Val Acc: 84.68%
Epoch [24/500], LR: 0.010000, Train Loss: 0.6949, Train Acc: 77.14%, Val Loss: 0.4226, Val Acc: 85.53%
Epoch [25/500], LR: 0.010000, Train Loss: 0.7039, Train Acc: 76.68%, Val Loss: 0.4196, Val Acc: 85.83%
Epoch [26/500], LR: 0.010000, Train Loss: 0.6939, Train Acc: 77.31%, Val Loss: 0.4169, Val Acc: 85.74%
Epoch [27/500], LR: 0.010000, Train Loss: 0.6891, Train Acc: 77.36%, Val Loss: 0.4155, Val Acc: 86.06%
Epoch [28/500], LR: 0.010000, Train Loss: 0.6846, Train Acc: 77.53%, Val Loss: 0.4244, Val Acc: 85.75%
Epoch [29/500], LR: 0.010000, Train Loss: 0.6892, Train Acc: 77.44%, Val Loss: 0.4168, Val Acc: 85.94%
Epoch [30/500], LR: 0.010000, Train Loss: 0.6930, Train Acc: 77.21%, Val Loss: 0.4141, Val Acc: 86.04%
Epoch [31/500], LR: 0.010000, Train Loss: 0.6855, Train Acc: 77.44%, Val Loss: 0.3980, Val Acc: 86.71%
Epoch [32/500], LR: 0.010000, Train Loss: 0.6808, Train Acc: 77.57%, Val Loss: 0.4023, Val Acc: 86.48%
Epoch [33/500], LR: 0.010000, Train Loss: 0.6840, Train Acc: 77.59%, Val Loss: 0.4062, Val Acc: 86.33%
Epoch [34/500], LR: 0.010000, Train Loss: 0.6775, Train Acc: 77.80%, Val Loss: 0.4074, Val Acc: 86.55%
Epoch [35/500], LR: 0.010000, Train Loss: 0.6738, Train Acc: 77.93%, Val Loss: 0.4063, Val Acc: 86.28%
Epoch [36/500], LR: 0.010000, Train Loss: 0.6799, Train Acc: 77.78%, Val Loss: 0.3987, Val Acc: 86.72%
Epoch [37/500], LR: 0.010000, Train Loss: 0.6779, Train Acc: 77.81%, Val Loss: 0.4081, Val Acc: 86.72%
Epoch [38/500], LR: 0.010000, Train Loss: 0.6772, Train Acc: 77.87%, Val Loss: 0.3898, Val Acc: 87.08%
Epoch [39/500], LR: 0.010000, Train Loss: 0.6656, Train Acc: 78.23%, Val Loss: 0.4005, Val Acc: 86.44%
Epoch [40/500], LR: 0.010000, Train Loss: 0.6729, Train Acc: 78.06%, Val Loss: 0.3881, Val Acc: 86.93%
Epoch [41/500], LR: 0.010000, Train Loss: 0.6697, Train Acc: 77.88%, Val Loss: 0.4023, Val Acc: 86.37%
Epoch [42/500], LR: 0.010000, Train Loss: 0.6647, Train Acc: 78.32%, Val Loss: 0.3897, Val Acc: 87.36%
Epoch [43/500], LR: 0.010000, Train Loss: 0.6678, Train Acc: 78.30%, Val Loss: 0.3856, Val Acc: 87.03%
Epoch [44/500], LR: 0.010000, Train Loss: 0.6704, Train Acc: 78.04%, Val Loss: 0.3981, Val Acc: 86.98%
Epoch [45/500], LR: 0.010000, Train Loss: 0.6639, Train Acc: 78.09%, Val Loss: 0.4007, Val Acc: 86.62%
Epoch [46/500], LR: 0.010000, Train Loss: 0.6630, Train Acc: 78.29%, Val Loss: 0.3897, Val Acc: 87.11%
Epoch [47/500], LR: 0.010000, Train Loss: 0.6630, Train Acc: 78.45%, Val Loss: 0.3901, Val Acc: 87.17%
Epoch [48/500], LR: 0.010000, Train Loss: 0.6590, Train Acc: 78.75%, Val Loss: 0.3911, Val Acc: 87.03%
Epoch [49/500], LR: 0.010000, Train Loss: 0.6666, Train Acc: 78.29%, Val Loss: 0.3861, Val Acc: 87.37%
Epoch [50/500], LR: 0.010000, Train Loss: 0.6602, Train Acc: 78.52%, Val Loss: 0.3908, Val Acc: 87.12%
Epoch [51/500], LR: 0.010000, Train Loss: 0.6669, Train Acc: 78.01%, Val Loss: 0.3740, Val Acc: 88.02%
Epoch [52/500], LR: 0.010000, Train Loss: 0.6651, Train Acc: 78.38%, Val Loss: 0.3823, Val Acc: 87.28%
Epoch [53/500], LR: 0.010000, Train Loss: 0.6596, Train Acc: 78.25%, Val Loss: 0.3802, Val Acc: 87.44%
Epoch [54/500], LR: 0.010000, Train Loss: 0.6574, Train Acc: 78.34%, Val Loss: 0.3787, Val Acc: 87.70%
Epoch [55/500], LR: 0.010000, Train Loss: 0.6594, Train Acc: 78.35%, Val Loss: 0.3804, Val Acc: 87.27%
Epoch [56/500], LR: 0.010000, Train Loss: 0.6592, Train Acc: 78.74%, Val Loss: 0.4021, Val Acc: 86.47%
