Training tfc with weight bit width 2 and activation bit width 8 for 500 epochs.
Epoch [1/500], LR: 0.010000, Train Loss: 1.5845, Train Acc: 45.92%, Val Loss: 1.0887, Val Acc: 63.67%
Epoch [2/500], LR: 0.010000, Train Loss: 1.2136, Train Acc: 59.03%, Val Loss: 0.9273, Val Acc: 69.33%
Epoch [3/500], LR: 0.010000, Train Loss: 1.1036, Train Acc: 62.84%, Val Loss: 0.8167, Val Acc: 72.53%
Epoch [4/500], LR: 0.010000, Train Loss: 1.0129, Train Acc: 66.05%, Val Loss: 0.7096, Val Acc: 76.17%
Epoch [5/500], LR: 0.010000, Train Loss: 0.9475, Train Acc: 68.36%, Val Loss: 0.6717, Val Acc: 77.01%
Epoch [6/500], LR: 0.010000, Train Loss: 0.9084, Train Acc: 69.67%, Val Loss: 0.6074, Val Acc: 78.38%
Epoch [7/500], LR: 0.010000, Train Loss: 0.8786, Train Acc: 70.76%, Val Loss: 0.5767, Val Acc: 80.42%
Epoch [8/500], LR: 0.010000, Train Loss: 0.8600, Train Acc: 71.14%, Val Loss: 0.5618, Val Acc: 81.27%
Epoch [9/500], LR: 0.010000, Train Loss: 0.8397, Train Acc: 71.86%, Val Loss: 0.5630, Val Acc: 80.62%
Epoch [10/500], LR: 0.010000, Train Loss: 0.8224, Train Acc: 72.78%, Val Loss: 0.5418, Val Acc: 82.22%
Epoch [11/500], LR: 0.010000, Train Loss: 0.8251, Train Acc: 72.82%, Val Loss: 0.5292, Val Acc: 82.29%
Epoch [12/500], LR: 0.010000, Train Loss: 0.8064, Train Acc: 73.23%, Val Loss: 0.5397, Val Acc: 81.42%
Epoch [13/500], LR: 0.010000, Train Loss: 0.7928, Train Acc: 73.60%, Val Loss: 0.5246, Val Acc: 81.89%
Epoch [14/500], LR: 0.010000, Train Loss: 0.7924, Train Acc: 73.69%, Val Loss: 0.5288, Val Acc: 81.69%
Epoch [15/500], LR: 0.010000, Train Loss: 0.7865, Train Acc: 73.80%, Val Loss: 0.5101, Val Acc: 82.33%
